식품명,식품대분류명,영양성분함량기준량,에너지(kcal)
에이드_제주청귤 에이드,음료 및 차류,100ml,34
에이드_청귤 에이드,음료 및 차류,100ml,56
에이드_청귤 에이드,음료 및 차류,100ml,58
에이드_청귤 에이드 (L),음료 및 차류,100ml,48
에이드_청귤 에이드 (M),음료 및 차류,100ml,45
에이드_청자스페셜,음료 및 차류,100ml,42
에이드_청포도 에이드,음료 및 차류,100ml,43
에이드_청포도 에이드,음료 및 차류,100ml,37
에이드_청포도블라썸,음료 및 차류,100ml,48
에이드_청포도 에이드,음료 및 차류,100ml,28
에이드_청포도 에이드,음료 및 차류,100ml,35
에이드_청포도 에이드,음료 및 차류,100ml,23
에이드_블루레몬 에이드,음료 및 차류,100ml,38
에이드_블루베리 에이드,음료 및 차류,100ml,36
에이드_샤인코코 에이드,음료 및 차류,100ml,34
에이드_샹그리아 에이드,음료 및 차류,100ml,38
에이드_유자 에이드,음료 및 차류,100ml,59
에이드_유자 에이드 (L),음료 및 차류,100ml,62
에이드_유자 에이드 (ML),음료 및 차류,100ml,58
에이드_자두 에이드,음료 및 차류,100ml,47
에이드_자몽 에이드,음료 및 차류,100ml,48
에이드_자몽라임 에이드,음료 및 차류,100ml,53
에이드_자몽 에이드,음료 및 차류,100ml,24
에이드_자몽 에이드,음료 및 차류,100ml,22
에이드_자몽 에이드,음료 및 차류,100ml,21
에이드_자몽 에이드,음료 및 차류,100ml,39
에이드_자몽 에이드,음료 및 차류,100ml,52
에이드_자몽 에이드,음료 및 차류,100ml,40
에이드_자몽 에이드 (L),음료 및 차류,100ml,47
에이드_자몽 에이드 (L),음료 및 차류,100ml,43
에이드_자몽 에이드 (L),음료 및 차류,100ml,22
버거_에그불고기 버거,빵 및 과자류,100g,236
버거_에그불고기 버거,빵 및 과자류,100g,221
버거_오리지널더블 버거,빵 및 과자류,100g,260
버거_오리지널싱글 버거,빵 및 과자류,100g,221
버거_와규에디션 Ⅱ,빵 및 과자류,100g,269
버거_와퍼 버거,빵 및 과자류,100g,223
버거_와퍼주니어 버거,빵 및 과자류,100g,253
버거_인크레더블 버거,빵 및 과자류,100g,240
버거_직화버섯소불고기 버거,빵 및 과자류,100g,239
버거_직화소불고기버거,빵 및 과자류,100g,257
버거_징거 더블다운맥스 버거,빵 및 과자류,100g,216
버거_치아바타머쉬룸 버거,빵 및 과자류,100g,181
버거_치즈 NO.5 버거,빵 및 과자류,100g,278
버거_치즈 버거 (R),빵 및 과자류,100g,242
버거_치즈 버거라지 (L),빵 및 과자류,100g,269
버거_치즈 버거,빵 및 과자류,100g,277
버거_치즈 버거,빵 및 과자류,100g,288
버거_치즈베이컨 버거,빵 및 과자류,100g,201
버거_치즈와퍼 버거,빵 및 과자류,100g,236
버거_치즈와퍼주니어 버거,빵 및 과자류,100g,258
버거_치즈홀릭 버거 체다,빵 및 과자류,100g,226
버거_치킨몬스터 버거,빵 및 과자류,100g,251
버거_치킨 버거,빵 및 과자류,100g,252
버거_치킨스테이크 버거,빵 및 과자류,100g,199
버거_캡새 버거,빵 및 과자류,100g,268
버거_코울슬로치킨 버거,빵 및 과자류,100g,255
버거_콰트로치즈와퍼 버거,빵 및 과자류,100g,249
버거_콰트로치즈와퍼주니어 버거,빵 및 과자류,100g,258
버거_쿼터파운더치즈 버거,빵 및 과자류,100g,271
버거_클래식치즈 버거,빵 및 과자류,100g,338
버거_킹치킨 버거,빵 및 과자류,100g,299
버거_타워 버거,빵 및 과자류,100g,220
버거_텍사스바비큐치킨 버거,빵 및 과자류,100g,211
버거_통새우 버거,빵 및 과자류,100g,228
버거_통새우 버거,빵 및 과자류,100g,175
버거_통새우 버거,빵 및 과자류,100g,252
버거_통새우와퍼 버거,빵 및 과자류,100g,226
버거_통새우와퍼주니어 버거,빵 및 과자류,100g,235
버거_페퍼로니 버거,빵 및 과자류,100g,254
버거_페퍼로니치킨 버거,빵 및 과자류,100g,255
버거_폴더 버거 비프,빵 및 과자류,100g,251
버거_프랭크 버거 (R),빵 및 과자류,100g,236
버거_필레오피쉬 버거,빵 및 과자류,100g,250
버거_하와이안BBQ 버거,빵 및 과자류,100g,188
버거_한우불고기 버거,빵 및 과자류,100g,217
버거_할라피뇨와퍼 버거,빵 및 과자류,100g,210
버거_할라피뇨와퍼주니어 버거,빵 및 과자류,100g,239
버거_할라피뇨통살 버거,빵 및 과자류,100g,236
버거_함박스테이크 버거,빵 및 과자류,100g,191
버거_핫슈피뇨 버거,빵 및 과자류,100g,227
버거_핫치즈징거 버거,빵 및 과자류,100g,192
버거_핫크리스피 버거,빵 및 과자류,100g,265
버거_핫통삼겹베이컨 버거,빵 및 과자류,100g,239
버거_해쉬브라운&치킨 버거,빵 및 과자류,100g,284
버거_햄치즈휠렛 버거,빵 및 과자류,100g,210
버거_화이트갈릭 버거,빵 및 과자류,100g,235
버거_휠렛 버거,빵 및 과자류,100g,203
모닝빵_스위트밀크롤 (5개입),빵 및 과자류,100g,382
모닝빵_스위트밀크롤 (6개입),빵 및 과자류,100g,383
모닝빵_야채모닝롤 (8입),빵 및 과자류,100g,366
모닝빵_연유퐁당밀크 브레드 (소),빵 및 과자류,100g,408
모닝빵_진한초코브레드,빵 및 과자류,100g,383
모닝빵_폭신폭신우유 브레드,빵 및 과자류,100g,279
모닝빵_한겹한겹촉촉한밀크 브레드,빵 및 과자류,100g,348
모닝빵_혼자서도즐기는연유브레드,빵 및 과자류,100g,391
모닝빵_굿모닝브리오슈,빵 및 과자류,100g,345
모닝빵_우유듬뿍연유브레드,빵 및 과자류,100g,396
모닝빵_우유듬뿍연유브레드 (대),빵 및 과자류,100g,396
모닝빵_초코아몬드브레드,빵 및 과자류,100g,372
바게트_갈릭 바게트볼,빵 및 과자류,100g,327
바게트_갈릭 치즈 부기브레드,빵 및 과자류,100g,369
바게트_달콤한 연유바게뜨,빵 및 과자류,100g,373
바게트_대파 바게트볼,빵 및 과자류,100g,424
바게트_마늘 바게트,빵 및 과자류,100g,425
바게트_마늘모닝바게뜨,빵 및 과자류,100g,324
치커리 겉절이,생채·무침류,100ml,58
바게트_마늘바게뜨,빵 및 과자류,100g,330
바게트_마늘 바게트,빵 및 과자류,100g,377
바게트_마늘빵 (5개입),빵 및 과자류,100g,350
바게트_마롱깜파뉴,빵 및 과자류,100g,243
바게트_모닝바게뜨,빵 및 과자류,100g,258
바게트_무화과크림 바게트,빵 및 과자류,100g,405
바게트_미엘프로마쥬,빵 및 과자류,100g,278
바게트_반미마늘스틱,빵 및 과자류,100g,405
바게트_반미바게뜨,빵 및 과자류,100g,246
바게트_순수바게트,빵 및 과자류,100g,264
바게트_자꾸 생각나는 갈릭바게뜨,빵 및 과자류,100g,444
바게트_치즈바게뜨,빵 및 과자류,100g,305
바게트_크랜베리 로프,빵 및 과자류,100g,249
바게트_크랜베리윌넛,빵 및 과자류,100g,414
바게트_크림치즈모닝바게뜨 (H),빵 및 과자류,100g,292
바게트_크림치즈모닝바게뜨,빵 및 과자류,100g,292
바게트_토마토 치즈 부기브레드,빵 및 과자류,100g,247
바게트_통검정보리브레드,빵 및 과자류,100g,217
바게트_통밀깜파뉴,빵 및 과자류,100g,241
바게트_파리의 갈릭바게뜨,빵 및 과자류,100g,429
바게트_파리의 바게뜨,빵 및 과자류,100g,265
바게트_프렌치마늘바게뜨,빵 및 과자류,100g,323
바게트_프렌치바게뜨,빵 및 과자류,100g,252
바게트_피자바게트,빵 및 과자류,100g,213
바게트_피자 바게트,빵 및 과자류,100g,297
바게트_허니바게트볼,빵 및 과자류,100g,370
바게트_허니버터 바게트볼,빵 및 과자류,100g,66
바게트_NEW 모닝바게뜨,빵 및 과자류,100g,258
바게트_NEW마늘바게뜨,빵 및 과자류,100g,308
바게트_갈릭바게뜨,빵 및 과자류,100g,375
바게트_꿀버터 바게트,빵 및 과자류,100g,363
바게트_달콤바삭연유바게뜨,빵 및 과자류,100g,374
바게트_명란바게뜨,빵 및 과자류,100g,350
바게트_바게트_바게트볼,빵 및 과자류,100g,390
바게트_스위트깜빠뉴,빵 및 과자류,100g,264
바게트_쌀모닝 바게트 (2개입),빵 및 과자류,100g,327
바게트_정통바게뜨,빵 및 과자류,100g,255
바게트_콘에그바게뜨,빵 및 과자류,100g,265
버거_1955 버거,빵 및 과자류,100g,217
버거_NBB 시그니처 버거,빵 및 과자류,100g,249
버거_NBB 어메이징 버거,빵 및 과자류,100g,257
버거_NBB 오리지널 버거,빵 및 과자류,100g,232
버거_간장마늘싸이 버거,빵 및 과자류,100g,248
버거_그릴드불고기 버거,빵 및 과자류,100g,260
버거_기네스머쉬룸와퍼 버거,빵 및 과자류,100g,237
버거_기네스와퍼 버거,빵 및 과자류,100g,266
버거_기네스콰트로치 와퍼 버거,빵 및 과자류,100g,270
버거_내슈빌핫치킨 버거,빵 및 과자류,100g,251
버거_뉴욕 버거,빵 및 과자류,100g,234
버거_다이어트싱글 버거,빵 및 과자류,100g,110
버거_더블X2 버거,빵 및 과자류,100g,314
버거_더블불고기 버거,빵 및 과자류,100g,268
버거_더블빅맥 버거,빵 및 과자류,100g,275
버거_더블스테이크 버거,빵 및 과자류,100g,205
버거_더블와퍼 버거,빵 및 과자류,100g,234
버거_더블치즈 버거 (R),빵 및 과자류,100g,252
버거_더블치즈 버거,빵 및 과자류,100g,287
버거_더블쿼터파운더치즈 버거,빵 및 과자류,100g,280
버거_데리마요 버거,빵 및 과자류,100g,218
버거_데리버거,빵 및 과자류,100g,260
버거_딥치즈 버거,빵 및 과자류,100g,215
버거_롱치킨 버거,빵 및 과자류,100g,301
버거_리아미라클 버거,빵 및 과자류,100g,270
버거_맥치킨 버거,빵 및 과자류,100g,254
버거_맥치킨모짜렐라 버거,빵 및 과자류,100g,254
버거_메가바이트 버거,빵 및 과자류,100g,304
버거_모짜렐라인더 버거 베이컨,빵 및 과자류,100g,313
버거_몬스터와퍼 버거,빵 및 과자류,100g,253
버거_미트마니아 버거,빵 및 과자류,100g,246
버거_바비큐 버거,빵 및 과자류,100g,220
버거_바비큐킹치킨 버거,빵 및 과자류,100g,278
버거_베이컨더블치즈 버거,빵 및 과자류,100g,244
버거_베이컨치즈 버거 (R),빵 및 과자류,100g,220
버거_베이컨치즈와퍼 버거,빵 및 과자류,100g,248
버거_베이컨토마토디럭스 버거,빵 및 과자류,100g,231
버거_불고기 4DX 버거,빵 및 과자류,100g,225
버거_불고기더블치즈 버거,빵 및 과자류,100g,236
버거_불고기롱치킨 버거,빵 및 과자류,100g,260
버거_불고기몬스터 버거,빵 및 과자류,100g,258
버거_불고기 버거,빵 및 과자류,100g,253
버거_불고기 버거,빵 및 과자류,100g,246
버거_불고기 버거,빵 및 과자류,100g,245
버거_불고기 버거,빵 및 과자류,100g,265
버거_불고기 버거,빵 및 과자류,100g,228
버거_불고기와퍼 버거,빵 및 과자류,100g,229
버거_불고기와퍼주니어 버거,빵 및 과자류,100g,242
버거_불싸이 버거,빵 및 과자류,100g,236
버거_블랙라벨더블다운맥스 버거,빵 및 과자류,100g,266
버거_블랙라벨폴인치즈 버거,빵 및 과자류,100g,242
버거_비프불고기 버거,빵 및 과자류,100g,231
버거_빅맥 버거,빵 및 과자류,100g,261
버거_빅불 버거,빵 및 과자류,100g,282
버거_사각새우 더블 버거,빵 및 과자류,100g,267
버거_산체스 버거,빵 및 과자류,100g,182
버거_살사리코 버거,빵 및 과자류,100g,235
버거_새우 버거,빵 및 과자류,100g,275
버거_새우불고기 버거,빵 및 과자류,100g,238
버거_쉬림프페퍼로니모짜 버거 (R),빵 및 과자류,100g,251
버거_슈림프 버거,빵 및 과자류,100g,215
버거_슈비 버거,빵 및 과자류,100g,201
버거_슈슈 버거,빵 및 과자류,100g,183
버거_스리라차치킨 버거,빵 및 과자류,100g,239
버거_스모키살사 버거,빵 및 과자류,100g,209
버거_스위트 핫도그,빵 및 과자류,100g,205
버거_스태커2와퍼 버거,빵 및 과자류,100g,255
버거_스태커3와퍼 버거,빵 및 과자류,100g,261
버거_스태커4와퍼 버거,빵 및 과자류,100g,263
버거_시그니처더블 버거,빵 및 과자류,100g,245
버거_시그니처싱글 버거,빵 및 과자류,100g,198
버거_싸이 버거,빵 및 과자류,100g,258
버거_싸이플렉스 버거,빵 및 과자류,100g,244
버거_아메리칸치즈 버거,빵 및 과자류,100g,243
버거_양념치킨싸이 버거,빵 및 과자류,100g,253
버거_언빌리버블 버거,빵 및 과자류,100g,228
에이드_레몬 에이드,음료 및 차류,100ml,25
에이드_레몬 에이드,음료 및 차류,100ml,42
에이드_레몬 에이드,음료 및 차류,100ml,40
에이드_레몬 에이드 (L),음료 및 차류,100ml,43
에이드_레몬 에이드 (L),음료 및 차류,100ml,45
에이드_레몬 에이드 (L),음료 및 차류,100ml,30
에이드_레몬 에이드 (L),음료 및 차류,100ml,40
에이드_레몬 에이드 (M),음료 및 차류,100ml,38
에이드_레몬 에이드 (ML),음료 및 차류,100ml,31
에이드_레몬 에이드 (R),음료 및 차류,100ml,28
에이드_레몬 에이드 (XL),음료 및 차류,100ml,43
에이드_로즈 갤럭시 에이드,음료 및 차류,100ml,30
에이드_매머드 에이드,음료 및 차류,100ml,51
에이드_메론소다 에이드,음료 및 차류,100ml,35
에이드_복숭아 에이드,음료 및 차류,100ml,17
에이드_복숭아 에이드 (L),음료 및 차류,100ml,40
에이드_복숭아 에이드 (R),음료 및 차류,100ml,39
에이드_블루레몬 에이드,음료 및 차류,100ml,52
에이드_블루레몬 에이드,음료 및 차류,100ml,49
에이드_체리 레몬 에이드,음료 및 차류,100ml,65
에이드_체리콕,음료 및 차류,100ml,46
에이드_체리콕,음료 및 차류,100ml,56
에이드_포레스트 에이드,음료 및 차류,100ml,40
에이드_폭탄 에이드,음료 및 차류,100ml,44
에이드_한라 자몽 에이드,음료 및 차류,100ml,33
에이드_한라봉 스파클링 에이드,음료 및 차류,100ml,39
에이드_한라봉 에이드,음료 및 차류,100ml,31
에이드_히비스엘더에이드,음료 및 차류,100ml,36
에이드_깔라만시 에이드,음료 및 차류,100ml,31
에이드_깔라만시 에이드,음료 및 차류,100ml,27
에이드_깔라만시 에이드,음료 및 차류,100ml,37
에이드_딸기 에이드 (L),음료 및 차류,100ml,39
에이드_딸기 에이드 (M),음료 및 차류,100ml,37
에이드_라임 모히또 (L),음료 및 차류,100ml,52
에이드_라임 모히또 (ML),음료 및 차류,100ml,33
에이드_레몬딸기 에이드,음료 및 차류,100ml,52
에이드_레몬 에이드,음료 및 차류,100ml,25
에이드_레몬 에이드,음료 및 차류,100ml,32
버거_BLT 오믈렛 킹모닝,빵 및 과자류,100g,270
버거_JG 버거,빵 및 과자류,100g,315
버거_JG 버거 (L),빵 및 과자류,100g,319
버거_SG불고기 버거,빵 및 과자류,100g,244
버거_SG불고기 버거 (L),빵 및 과자류,100g,273
버거_SG크림치즈 버거,빵 및 과자류,100g,263
버거_SG크림치즈 버거 (L),빵 및 과자류,100g,310
버거_갈릭바베큐치킨 버거,빵 및 과자류,100g,232
버거_갈릭불고기와퍼 버거,빵 및 과자류,100g,232
버거_갈릭앤갈릭 버거,빵 및 과자류,100g,278
버거_갈릭 치킹 버거,빵 및 과자류,100g,260
버거_골든맥앤치즈비프 버거,빵 및 과자류,100g,250
버거_골든맥앤치즈치킨 버거,빵 및 과자류,100g,217
버거_그릴드더블비프 버거,빵 및 과자류,100g,251
버거_그릴드비프 버거,빵 및 과자류,100g,242
버거_더블 데리버거,빵 및 과자류,100g,262
버거_더블 치킨 버거,빵 및 과자류,100g,233
버거_더블 클래식 치즈 버거 버터번,빵 및 과자류,100g,343
버거_더블 리아미라클2 버거,빵 및 과자류,100g,212
버거_더블비프불고기 버거,빵 및 과자류,100g,283
버거_더블오리지널치즈 버거,빵 및 과자류,100g,260
버거_더블치즈 베이컨 시그니처 버거,빵 및 과자류,100g,242
버거_더블치즈 버거,빵 및 과자류,100g,297
버거_더블치즈 버거 (L),빵 및 과자류,100g,270
버거_더블 한우불고기 버거,빵 및 과자류,100g,228
버거_디럭스불고기 버거,빵 및 과자류,100g,260
버거_딥치즈싸이 버거,빵 및 과자류,100g,266
버거_뚱카츠 버거,빵 및 과자류,100g,250
버거_리아미라클2 버거,빵 및 과자류,100g,194
버거_리얼 딥치즈 버거,빵 및 과자류,100g,243
